id,files,group,sex,tissue,timePoint
Kidney.e11.5.3,3360sTS.Mouse.Kidney.11.5.Male.htseq.u.txt,e11.5,Male,Kidney,-8
Kidney.e11.5.4,3362sTS.Mouse.Kidney.11.5.Male.htseq.u.txt,e11.5,Male,Kidney,-8
Kidney.e12.5.1,3286sTS.Mouse.Kidney.12.5.Female.htseq.u.txt,e12.5,Female,Kidney,-7
Kidney.e12.5.2,3282sTS.Mouse.Kidney.12.5.Female.htseq.u.txt,e12.5,Female,Kidney,-7
Kidney.e12.5.3,3280sTS.Mouse.Kidney.12.5.Male.htseq.u.txt,e12.5,Male,Kidney,-7
Kidney.e12.5.4,3284sTS.Mouse.Kidney.12.5.Male.htseq.u.txt,e12.5,Male,Kidney,-7
Kidney.e13.5.1,2817sTS.Mouse.Kidney.13.5.Female.htseq.u.txt,e13.5,Female,Kidney,-6
Kidney.e13.5.2,2833sTS.Mouse.Kidney.13.5.Female.htseq.u.txt,e13.5,Female,Kidney,-6
Kidney.e13.5.3,2841sTS.Mouse.Kidney.13.5.Male.htseq.u.txt,e13.5,Male,Kidney,-6
Kidney.e13.5.4,5359sTS.Mouse.Kidney.13.5.Male.htseq.u.txt,e13.5,Male,Kidney,-6
Kidney.e14.5.1,2488sTS.Mouse.Kidney.14.5.Female.htseq.u.txt,e14.5,Female,Kidney,-5
Kidney.e14.5.2,2460sTS.Mouse.Kidney.14.5.Male.htseq.u.txt,e14.5,Male,Kidney,-5
Kidney.e14.5.3,2462sTS.Mouse.Kidney.14.5.Male.htseq.u.txt,e14.5,Male,Kidney,-5
Kidney.e15.5.1,2511sTS.Mouse.Kidney.15.5.Female.htseq.u.txt,e15.5,Female,Kidney,-4
Kidney.e15.5.2,2509sTS.Mouse.Kidney.15.5.Female.htseq.u.txt,e15.5,Female,Kidney,-4
Kidney.e15.5.3,2505sTS.Mouse.Kidney.15.5.Male.htseq.u.txt,e15.5,Male,Kidney,-4
Kidney.e15.5.4,2507sTS.Mouse.Kidney.15.5.Male.htseq.u.txt,e15.5,Male,Kidney,-4
Kidney.e16.5.1,2586sTS.Mouse.Kidney.16.5.Female.htseq.u.txt,e16.5,Female,Kidney,-3
Kidney.e16.5.2,2588sTS.Mouse.Kidney.16.5.Female.htseq.u.txt,e16.5,Female,Kidney,-3
Kidney.e16.5.3,2513sTS.Mouse.Kidney.16.5.Male.htseq.u.txt,e16.5,Male,Kidney,-3
Kidney.e16.5.4,2515sTS.Mouse.Kidney.16.5.Male.htseq.u.txt,e16.5,Male,Kidney,-3
Kidney.e17.5.1,2596sTS.Mouse.Kidney.17.5.Female.htseq.u.txt,e17.5,Female,Kidney,-2
Kidney.e17.5.2,2594sTS.Mouse.Kidney.17.5.Female.htseq.u.txt,e17.5,Female,Kidney,-2
Kidney.e17.5.3,2590sTS.Mouse.Kidney.17.5.Male.htseq.u.txt,e17.5,Male,Kidney,-2
Kidney.e17.5.4,2592sTS.Mouse.Kidney.17.5.Male.htseq.u.txt,e17.5,Male,Kidney,-2
Kidney.e18.5.1,2640sTS.Mouse.Kidney.18.5.Female.htseq.u.txt,e18.5,Female,Kidney,-1
Kidney.e18.5.2,2638sTS.Mouse.Kidney.18.5.Female.htseq.u.txt,e18.5,Female,Kidney,-1
Kidney.e18.5.3,2634sTS.Mouse.Kidney.18.5.Male.htseq.u.txt,e18.5,Male,Kidney,-1
Kidney.e18.5.4,2636sTSm.Mouse.Kidney.18.5.Male.htseq.u.txt,e18.5,Male,Kidney,-1
Kidney.P0.1,1744sTS.Mouse.Kidney.0dpb.Female.htseq.u.txt,P0,Female,Kidney,0
Kidney.P0.2,1903sTS.Mouse.Kidney.0dpb.Female.htseq.u.txt,P0,Female,Kidney,0
Kidney.P0.3,1909sTS.Mouse.Kidney.0dpb.Male.htseq.u.txt,P0,Male,Kidney,0
Kidney.P0.4,1915sTS.Mouse.Kidney.0dpb.Male.htseq.u.txt,P0,Male,Kidney,0
Kidney.P3.1,1921sTS.Mouse.Kidney.3dpb.Female.htseq.u.txt,P3,Female,Kidney,1
Kidney.P3.2,1933sTS.Mouse.Kidney.3dpb.Female.htseq.u.txt,P3,Female,Kidney,1
Kidney.P3.3,1927sTS.Mouse.Kidney.3dpb.Male.htseq.u.txt,P3,Male,Kidney,1
Kidney.P3.4,2642sTS.Mouse.Kidney.3dpb.Male.htseq.u.txt,P3,Male,Kidney,1
Kidney.P14.1,2654sTS.Mouse.Kidney.2wpb.Female.htseq.u.txt,P14,Female,Kidney,2
Kidney.P14.2,2652sTS.Mouse.Kidney.2wpb.Female.htseq.u.txt,P14,Female,Kidney,2
Kidney.P14.3,2644sTS.Mouse.Kidney.2wpb.Male.htseq.u.txt,P14,Male,Kidney,2
Kidney.P14.4,2646sTS.Mouse.Kidney.2wpb.Male.htseq.u.txt,P14,Male,Kidney,2
Kidney.P28.1,2656sTS.Mouse.Kidney.4wpb.Female.htseq.u.txt,P28,Female,Kidney,3
Kidney.P28.2,2658sTS.Mouse.Kidney.4wpb.Female.htseq.u.txt,P28,Female,Kidney,3
Kidney.P28.3,2660sTS.Mouse.Kidney.4wpb.Male.htseq.u.txt,P28,Male,Kidney,3
Kidney.P28.4,2662sTS.Mouse.Kidney.4wpb.Male.htseq.u.txt,P28,Male,Kidney,3
Kidney.P63.1,1951sTS.Mouse.Kidney.9w.Female.htseq.u.txt,P63,Female,Kidney,4
Kidney.P63.2,2665sTS.Mouse.Kidney.9wpb.Female.htseq.u.txt,P63,Female,Kidney,4
Kidney.P63.3,2664sTS.Mouse.Kidney.9wpb.Male.htseq.u.txt,P63,Male,Kidney,4
Kidney.P63.4,5360sTS.Mouse.Kidney.9wpb.Male.htseq.u.txt,P63,Male,Kidney,4
Liver.e10.5.1,2583sTS.Mouse.Liver.10.5.Female.htseq.u.txt,e10.5,Female,Liver,-9
Liver.e10.5.2,3461sTS.Mouse.Liver.10.5.Female.htseq.u.txt,e10.5,Female,Liver,-9
Liver.e10.5.3,2648sTS.Mouse.Liver.10.5.Female.htseq.u.txt,e10.5,Female,Liver,-9
Liver.e10.5.4,2496sTS.Mouse.Liver.10.5.Male.htseq.u.txt,e10.5,Male,Liver,-9
Liver.e11.5.2,3034sTS.Mouse.Liver.11.5.Male.htseq.u.txt,e11.5,Male,Liver,-8
Liver.e11.5.3,2623sTS.Mouse.Liver.11.5.Male.htseq.u.txt,e11.5,Male,Liver,-8
Liver.e11.5.4,2626sTS.Mouse.Liver.11.5.Male.htseq.u.txt,e11.5,Male,Liver,-8
Liver.e11.5.5,2943sTS.Mouse.Liver.11.5.Male.htseq.u.txt,e11.5,Male,Liver,-8
Liver.e12.5.1,3039sTS.Mouse.Liver.12.5.Female.htseq.u.txt,e12.5,Female,Liver,-7
Liver.e12.5.2,3044sTS.Mouse.Liver.12.5.Female.htseq.u.txt,e12.5,Female,Liver,-7
Liver.e12.5.3,3037sTS.Mouse.Liver.12.5.Male.htseq.u.txt,e12.5,Male,Liver,-7
Liver.e12.5.4,3042sTS.Mouse.Liver.12.5.Male.htseq.u.txt,e12.5,Male,Liver,-7
Liver.e13.5.1,2832sTS.Mouse.Liver.13.5.Female.htseq.u.txt,e13.5,Female,Liver,-6
Liver.e13.5.2,2816sTS.Mouse.Liver.13.5.Female.htseq.u.txt,e13.5,Female,Liver,-6
Liver.e13.5.3,2840sTS.Mouse.Liver.13.5.Male.htseq.u.txt,e13.5,Male,Liver,-6
Liver.e13.5.4,3916sTS.Mouse.Liver.13.5.Male.htseq.u.txt,e13.5,Male,Liver,-6
Liver.e13.5.5,3921sTS.Mouse.Liver.13.5.Male.htseq.u.txt,e13.5,Male,Liver,-6
Liver.e14.5.1,2245sTS.Mouse.Liver.14.5.Female.htseq.u.txt,e14.5,Female,Liver,-5
Liver.e14.5.2,2229sTS.Mouse.Liver.14.5.Female.htseq.u.txt,e14.5,Female,Liver,-5
Liver.e14.5.3,2225sTSmc.Mouse.Liver.14.5.Male.htseq.u.txt,e14.5,Male,Liver,-5
Liver.e14.5.4,2239sTS.Mouse.Liver.14.5.Male.htseq.u.txt,e14.5,Male,Liver,-5
Liver.e15.5.1,2192sTS.Mouse.Liver.15.5.Female.htseq.u.txt,e15.5,Female,Liver,-4
Liver.e15.5.2,2219sTS.Mouse.Liver.15.5.Female.htseq.u.txt,e15.5,Female,Liver,-4
Liver.e15.5.3,2188sTS.Mouse.Liver.15.5.Male.htseq.u.txt,e15.5,Male,Liver,-4
Liver.e15.5.4,2196sTS.Mouse.Liver.15.5.Male.htseq.u.txt,e15.5,Male,Liver,-4
Liver.e16.5.1,2256sTS.Mouse.Liver.16.5.Female.htseq.u.txt,e16.5,Female,Liver,-3
Liver.e16.5.2,2275sTS.Mouse.Liver.16.5.Female.htseq.u.txt,e16.5,Female,Liver,-3
Liver.e16.5.3,2279sTS.Mouse.Liver.16.5.Male.htseq.u.txt,e16.5,Male,Liver,-3
Liver.e16.5.4,2272sTS.Mouse.Liver.16.5.Male.htseq.u.txt,e16.5,Male,Liver,-3
Liver.e17.5.1,2281sTS.Mouse.Liver.17.5.Female.htseq.u.txt,e17.5,Female,Liver,-2
Liver.e17.5.2,2222sTSm.Mouse.Liver.17.5.Female.htseq.u.txt,e17.5,Female,Liver,-2
Liver.e17.5.3,2118sTS.Mouse.Liver.17.5.Male.htseq.u.txt,e17.5,Male,Liver,-2
Liver.e17.5.4,2284sTS.Mouse.Liver.17.5.Male.htseq.u.txt,e17.5,Male,Liver,-2
Liver.e18.5.1,2315sTS.Mouse.Liver.18.5.Female.htseq.u.txt,e18.5,Female,Liver,-1
Liver.e18.5.2,2325sTS.Mouse.Liver.18.5.Female.htseq.u.txt,e18.5,Female,Liver,-1
Liver.e18.5.3,2309sTS.Mouse.Liver.18.5.Male.htseq.u.txt,e18.5,Male,Liver,-1
Liver.e18.5.4,2319sTS.Mouse.Liver.18.5.Male.htseq.u.txt,e18.5,Male,Liver,-1
Liver.P0.1,1743sTS.Mouse.Liver.0dpb.Female.htseq.u.txt,P0,Female,Liver,0
Liver.P0.2,1904sTS.Mouse.Liver.0dpb.Female.htseq.u.txt,P0,Female,Liver,0
Liver.P0.3,1910sTS.Mouse.Liver.0dpb.Male.htseq.u.txt,P0,Male,Liver,0
Liver.P0.4,1916sTS.Mouse.Liver.0dpb.Male.htseq.u.txt,P0,Male,Liver,0
Liver.P3.1,1922sTSm.Mouse.Liver.3dpb.Female.htseq.u.txt,P3,Female,Liver,1
Liver.P3.2,1934sTS.Mouse.Liver.3dpb.Female.htseq.u.txt,P3,Female,Liver,1
Liver.P3.3,1966sTS.Mouse.Liver.3dpb.Female.htseq.u.txt,P3,Female,Liver,1
Liver.P3.4,1928sTS.Mouse.Liver.3dpb.Male.htseq.u.txt,P3,Male,Liver,1
Liver.P14.1,1886sTS.Mouse.Liver.2w.Female.htseq.u.txt,P14,Female,Liver,2
Liver.P14.2,1890sTS.Mouse.Liver.2w.Female.htseq.u.txt,P14,Female,Liver,2
Liver.P14.3,1878sTS.Mouse.Liver.2w.Male.htseq.u.txt,P14,Male,Liver,2
Liver.P14.4,1882sTS.Mouse.Liver.2w.Male.htseq.u.txt,P14,Male,Liver,2
Liver.P28.1,1938sTS.Mouse.Liver.4w.Female.htseq.u.txt,P28,Female,Liver,3
Liver.P28.2,1942sTS.Mouse.Liver.4w.Female.htseq.u.txt,P28,Female,Liver,3
Liver.P28.3,1894sTS.Mouse.Liver.4w.Male.htseq.u.txt,P28,Male,Liver,3
Liver.P28.4,1898sTSm.Mouse.Liver.4wpb.Male.htseq.u.txt,P28,Male,Liver,3
Liver.P63.1,1952sTS.Mouse.Liver.9w.Female.htseq.u.txt,P63,Female,Liver,4
Liver.P63.2,1962sTS.Mouse.Liver.9w.Female.htseq.u.txt,P63,Female,Liver,4
Liver.P63.3,1946sTS.Mouse.Liver.9w.Male.htseq.u.txt,P63,Male,Liver,4
Liver.P63.4,1958sTSm.Mouse.Liver.9wpb.Male.htseq.u.txt,P63,Male,Liver,4
Ovary.e10.5.1,3248sTS.Mouse.Ovary.10.5.Female.htseq.u.txt,e10.5,Female,Ovary,-9
Ovary.e10.5.2,3251sTS.Mouse.Ovary.10.5.Female.htseq.u.txt,e10.5,Female,Ovary,-9
Ovary.e11.5.1,3365sTS.Mouse.Ovary.11.5.Female.htseq.u.txt,e11.5,Female,Ovary,-8
Ovary.e11.5.2,3367sTS.Mouse.Ovary.11.5.Female.htseq.u.txt,e11.5,Female,Ovary,-8
Ovary.e12.5.1,3287sTS.Mouse.Ovary.12.5.Female.htseq.u.txt,e12.5,Female,Ovary,-7
Ovary.e12.5.2,3283sTS.Mouse.Ovary.12.5.Female.htseq.u.txt,e12.5,Female,Ovary,-7
Ovary.e13.5.1,2834sTS.Mouse.Ovary.13.5.Female.htseq.u.txt,e13.5,Female,Ovary,-6
Ovary.e13.5.2,2818sTS.Mouse.Ovary.13.5.Female.htseq.u.txt,e13.5,Female,Ovary,-6
Ovary.e14.5.1,2246sTS.Mouse.Ovary.14.5.Female.htseq.u.txt,e14.5,Female,Ovary,-5
Ovary.e14.5.2,2230sTS.Mouse.Ovary.14.5.Female.htseq.u.txt,e14.5,Female,Ovary,-5
Ovary.e15.5.1,2191sTS.Mouse.Ovary.15.5.Female.htseq.u.txt,e15.5,Female,Ovary,-4
Ovary.e15.5.2,2215sTS.Mouse.Ovary.15.5.Female.htseq.u.txt,e15.5,Female,Ovary,-4
Ovary.e16.5.1,2269sTSm.Mouse.Ovary.16.5.Female.htseq.u.txt,e16.5,Female,Ovary,-3
Ovary.e16.5.2,2271sTS.Mouse.Ovary.16.5.Female.htseq.u.txt,e16.5,Female,Ovary,-3
Ovary.e17.5.1,2168sTS.Mouse.Ovary.17.5.Female.htseq.u.txt,e17.5,Female,Ovary,-2
Ovary.e17.5.2,2221sTS.Mouse.Ovary.17.5.Female.htseq.u.txt,e17.5,Female,Ovary,-2
Ovary.e18.5.1,2316sTS.Mouse.Ovary.18.5.Female.htseq.u.txt,e18.5,Female,Ovary,-1
Ovary.e18.5.2,2326sTS.Mouse.Ovary.18.5.Female.htseq.u.txt,e18.5,Female,Ovary,-1
Ovary.P0.1,1745sTSm.Mouse.Ovary.0dpb.Female.htseq.u.txt,P0,Female,Ovary,0
Ovary.P0.2,1905sTS.Mouse.Ovary.0dpb.Female.htseq.u.txt,P0,Female,Ovary,0
Ovary.P3.1,1923sTS.Mouse.Ovary.3dpb.Female.htseq.u.txt,P3,Female,Ovary,1
Ovary.P3.2,1935sTSm.Mouse.Ovary.3dpb.Female.htseq.u.txt,P3,Female,Ovary,1
Ovary.P14.1,1887sTS.Mouse.Ovary.2w.Female.htseq.u.txt,P14,Female,Ovary,2
Ovary.P14.2,1891sTS.Mouse.Ovary.2w.Female.htseq.u.txt,P14,Female,Ovary,2
Ovary.P28.1,1939sTSm.Mouse.Ovary.4wpb.Female.htseq.u.txt,P28,Female,Ovary,3
Ovary.P28.2,1943sTS.Mouse.Ovary.4w.Female.htseq.u.txt,P28,Female,Ovary,3
Ovary.P63.1,1953sTS.Mouse.Ovary.9w.Female.htseq.u.txt,P63,Female,Ovary,4
Ovary.P63.2,1963sTS.Mouse.Ovary.9w.Female.htseq.u.txt,P63,Female,Ovary,4
Testis.e10.5.1,3279sTS.Mouse.Testis.10.5.Male.htseq.u.txt,e10.5,Male,Testis,-9
Testis.e10.5.2,3368sTS.Mouse.Testis.10.5.Male.htseq.u.txt,e10.5,Male,Testis,-9
Testis.e11.5.1,3361sTS.Mouse.Testis.11.5.Male.htseq.u.txt,e11.5,Male,Testis,-8
Testis.e11.5.2,3363sTS.Mouse.Testis.11.5.Male.htseq.u.txt,e11.5,Male,Testis,-8
Testis.e12.5.1,3285sTS.Mouse.Testis.12.5.Male.htseq.u.txt,e12.5,Male,Testis,-7
Testis.e12.5.2,3281sTS.Mouse.Testis.12.5.Male.htseq.u.txt,e12.5,Male,Testis,-7
Testis.e13.5.1,2842sTS.Mouse.Testis.13.5.Male.htseq.u.txt,e13.5,Male,Testis,-6
Testis.e13.5.2,2826sTS.Mouse.Testis.13.5.Male.htseq.u.txt,e13.5,Male,Testis,-6
Testis.e14.5.1,2226sTSmc.Mouse.Testis.14.5.Male.htseq.u.txt,e14.5,Male,Testis,-5
Testis.e14.5.2,2233sTS.Mouse.Testis.14.5.Male.htseq.u.txt,e14.5,Male,Testis,-5
Testis.e15.5.1,2187sTS.Mouse.Testis.15.5.Male.htseq.u.txt,e15.5,Male,Testis,-4
Testis.e15.5.2,2195sTS.Mouse.Testis.15.5.Male.htseq.u.txt,e15.5,Male,Testis,-4
Testis.e16.5.1,2270sTSm.Mouse.Testis.16.5.Male.htseq.u.txt,e16.5,Male,Testis,-3
Testis.e16.5.2,2278sTS.Mouse.Testis.16.5.Male.htseq.u.txt,e16.5,Male,Testis,-3
Testis.e17.5.1,2159sTS.Mouse.Testis.17.5.Male.htseq.u.txt,e17.5,Male,Testis,-2
Testis.e17.5.2,2162sTS.Mouse.Testis.17.5.Male.htseq.u.txt,e17.5,Male,Testis,-2
Testis.e18.5.1,2310sTS.Mouse.Testis.18.5.Male.htseq.u.txt,e18.5,Male,Testis,-1
Testis.P0.1,1911sTSm.Mouse.Testis.0dpb.Male.htseq.u.txt,P0,Male,Testis,0
Testis.P0.2,1917sTSb.Mouse.Testis.0dpb.Male.htseq.u.txt,P0,Male,Testis,0
Testis.P3.1,1929sTSm.Mouse.Testis.3dpb.Male.htseq.u.txt,P3,Male,Testis,1
Testis.P3.2,1967sTSb.Mouse.Testis.3dpb.Male.htseq.u.txt,P3,Male,Testis,1
Testis.P14.1,1879sTS.Mouse.Testis.2w.Male.htseq.u.txt,P14,Male,Testis,2
Testis.P14.2,1883sTS.Mouse.Testis.2w.Male.htseq.u.txt,P14,Male,Testis,2
Testis.P28.1,1895sTS.Mouse.Testis.4w.Male.htseq.u.txt,P28,Male,Testis,3
Testis.P28.2,1899sTS.Mouse.Testis.4w.Male.htseq.u.txt,P28,Male,Testis,3
Testis.P63.1,1947sTS.Mouse.Testis.9w.Male.htseq.u.txt,P63,Male,Testis,4
Testis.P63.2,1959sTS.Mouse.Testis.9w.Male.htseq.u.txt,P63,Male,Testis,4
